gen 31 00:11:13|5[info]31/01/2015 00:11:12 - [UTENTE = ][REMOTE IP = 157.55.39.92][act = Search][gm = 40][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)]
gen 31 01:57:49|5[info]31/01/2015 01:57:49 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 10][only_disp = 1][search = 1][pageID = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:58:09|5[info]31/01/2015 01:58:09 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = ShoppingCart][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:58:38|5[info]31/01/2015 01:58:38 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:58:41|5[info]31/01/2015 01:58:41 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][reset = 1][pageID = 1][only_disp = 1][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:00:07|5[info]31/01/2015 02:00:07 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][reset = 1][pageID = 1][only_disp = 1][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:00:15|5[info]31/01/2015 02:00:15 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][reset = 1][rowForPage = 12][pageID = 1][only_disp = 1][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:00:23|5[info]31/01/2015 02:00:23 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][only_disp = 1][search = 1][pageID = 2][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:00:31|5[info]31/01/2015 02:00:31 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][only_disp = 1][search = 1][pageID = 3][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:00:38|5[info]31/01/2015 02:00:38 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][only_disp = 1][search = 1][pageID = 2][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:00:51|5[info]31/01/2015 02:00:51 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 34][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:01:35|5[info]31/01/2015 02:01:35 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][reset = 1][pageID = 1][only_disp = 1][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:01:40|5[info]31/01/2015 02:01:40 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][only_disp = 1][search = 1][pageID = 2][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:02:35|5[info]31/01/2015 02:02:35 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 34][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:02:39|5[info]31/01/2015 02:02:39 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 36][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:05:36|5[info]31/01/2015 02:05:36 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 36][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:06:17|5[info]31/01/2015 02:06:17 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = ProductInfo][id_giacenza = 83][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:06:46|5[info]31/01/2015 02:06:46 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = ShoppingCart][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:06:58|5[info]31/01/2015 02:06:58 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:06:59|5[info]31/01/2015 02:06:59 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:07:02|5[info]31/01/2015 02:07:02 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 40][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:07:08|5[info]31/01/2015 02:07:08 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][reset = 1][pageID = 1][only_disp = 1][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:07:12|5[info]31/01/2015 02:07:12 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 40][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:07:18|5[info]31/01/2015 02:07:18 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 10][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:07:20|5[info]31/01/2015 02:07:20 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 34][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:07:34|5[info]31/01/2015 02:07:34 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = ProductInfo][id_giacenza = 39][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:07:37|5[info]31/01/2015 02:07:37 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:07:39|5[info]31/01/2015 02:07:39 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 40][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:07:48|5[info]31/01/2015 02:07:48 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 10][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:07:53|5[info]31/01/2015 02:07:53 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = ShoppingCart][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:07:54|5[info]31/01/2015 02:07:54 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = CheckoutShopping][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:07:59|5[info]31/01/2015 02:07:59 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:08:13|5[info]31/01/2015 02:08:13 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = CheckoutPayment][params = Y29uZmlybT0wJmlkX29yZGluZT0zNDQ=][stream = 4b5hak327390vaibdj1tnstfj3][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:08:16|5[info]31/01/2015 02:08:16 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:08:35|5[info]31/01/2015 02:08:35 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][reset = 1][pageID = 1][only_disp = 1][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:08:51|5[info]31/01/2015 02:08:51 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][only_disp = 1][search = 1][pageID = 2][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:08:54|5[info]31/01/2015 02:08:54 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 10][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:08:57|5[info]31/01/2015 02:08:57 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 14][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:08:58|5[info]31/01/2015 02:08:58 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 15][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:09:00|5[info]31/01/2015 02:09:00 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][reset = 1][pageID = 1][only_disp = 1][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:09:09|5[info]31/01/2015 02:09:09 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 10][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:09:13|5[info]31/01/2015 02:09:13 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][reset = 1][pageID = 1][only_disp = 1][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:15:14|5[info]31/01/2015 02:15:14 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][reset = 1][pageID = 1][only_disp = 1][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:15:16|5[info]31/01/2015 02:15:16 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 10][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:15:18|5[info]31/01/2015 02:15:18 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 15][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:15:32|5[info]31/01/2015 02:15:32 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = ProductInfo][id_giacenza = 13][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:15:40|5[info]31/01/2015 02:15:40 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:15:44|5[info]31/01/2015 02:15:44 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 40][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:17:01|5[info]31/01/2015 02:17:01 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:17:03|5[info]31/01/2015 02:17:03 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 40][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:17:03|5[info]31/01/2015 02:17:03 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 40][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:17:07|5[info]31/01/2015 02:17:07 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][reset = 1][pageID = 1][only_disp = 1][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:17:10|5[info]31/01/2015 02:17:10 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = ProductInfo][id_giacenza = 34][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:17:19|5[info]31/01/2015 02:17:19 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 40][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:17:21|5[info]31/01/2015 02:17:21 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = ProductInfo][id_giacenza = 28][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:17:22|5[info]31/01/2015 02:17:22 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:17:24|5[info]31/01/2015 02:17:24 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:17:42|5[info]31/01/2015 02:17:42 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:17:45|5[info]31/01/2015 02:17:45 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:21:03|5[info]31/01/2015 02:21:03 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 10][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:21:22|5[info]31/01/2015 02:21:22 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = ProductInfo][id_giacenza = 84][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:21:34|5[info]31/01/2015 02:21:34 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:21:37|5[info]31/01/2015 02:21:37 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 10][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:21:40|5[info]31/01/2015 02:21:40 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 40][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:21:43|5[info]31/01/2015 02:21:43 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][reset = 1][pageID = 1][only_disp = 1][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:21:47|5[info]31/01/2015 02:21:47 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = ProductInfo][id_giacenza = 34][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:21:50|5[info]31/01/2015 02:21:50 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:21:53|5[info]31/01/2015 02:21:53 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 40][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:21:55|5[info]31/01/2015 02:21:55 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = ProductInfo][id_giacenza = 28][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:21:59|5[info]31/01/2015 02:21:59 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:23:00|5[info]31/01/2015 02:23:00 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:24:04|5[info]31/01/2015 02:24:04 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:25:24|5[info]31/01/2015 02:25:24 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:25:42|5[info]31/01/2015 02:25:42 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:26:06|5[info]31/01/2015 02:26:06 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 40][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:26:10|5[info]31/01/2015 02:26:10 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:27:03|5[info]31/01/2015 02:27:03 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:27:31|5[info]31/01/2015 02:27:31 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:30:06|5[info]31/01/2015 02:30:06 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:30:17|5[info]31/01/2015 02:30:17 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 40][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:30:26|5[info]31/01/2015 02:30:26 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][reset = 1][pageID = 1][only_disp = 1][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:30:34|5[info]31/01/2015 02:30:34 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 40][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:30:38|5[info]31/01/2015 02:30:38 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 34][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:30:41|5[info]31/01/2015 02:30:41 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = ProductInfo][id_giacenza = 33][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:30:50|5[info]31/01/2015 02:30:50 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 35][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:30:54|5[info]31/01/2015 02:30:54 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 10][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:30:55|5[info]31/01/2015 02:30:55 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][reset = 1][pageID = 1][only_disp = 1][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:31:30|5[info]31/01/2015 02:31:30 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][only_disp = 1][search = 1][pageID = 2][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:31:36|5[info]31/01/2015 02:31:36 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][only_disp = 1][search = 1][pageID = 3][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 02:31:55|5[info]31/01/2015 02:31:55 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][reset = 1][pageID = 1][only_disp = 1][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
